n:conj:n	yx	X=friend	Y=companion	phrases=friend and companion 
n:dobj:v<-offer<-v:ccomp:v<-tell->v:dobj:n	yx	X=opportunity	Y=audience	phrases=opportunities and challenges to Russia and to the countries of western Europe , Charles told his audience 
n:nsubjpass:v<-damage->v:conj:v->turn->v:nsubj:n	yx	X=environment	Y=area	phrases=environment was being seriously damaged and large areas 
n:prep:IN->of->IN:pobj:n	yx	X=area	Y=land	phrases=areas of land 
n:nsubj:v<-extend->v:dobj:n	yx	X=government	Y=state	phrases=government extended a state 
n:nsubj:v<-lead->v:conj:v->cost->v:iobj:n	yx	X=action	Y=economy	phrases=action has led to an estimated 30,000 deaths and cost the economy 
n:nsubj:v<-suspend->v:prep:IN->of->IN:pobj:n	yx	X=state	Y=situation	phrases=states Tuesday suspended for six months the deportation of Kurdish asylum-seekers because of the volatile situation 
n:nsubj:n	yx	X=decision	Y=move	phrases=decision , announced by the interior ministers of Schleswig - Holstein and Rhineland-Palatinate , was the first such move 
n:advmod:RBR->more->RBR:prep:IN->than->IN:pobj:n	yx	X=type	Y=case	phrases=type of cancer , more than all other cancer cases 
n:nn:n<-Storrie->n:nn:n	yx	X=chief	Y=executive	phrases=chief executive 
n:prep:IN->through->IN:pobj:n	yx	X=loss	Y=injury	phrases=loss of back row forward Rob Wainwright through injury 
n:nsubj:v<-cost->v:dobj:n	yx	X=bill	Y=dollar	phrases=bills for smoking-related ailments would cost 16 billion dollars 
n:dobj:v<-make->v:conj:v->make->v:nsubj:n	yx	X=change	Y=substitution	phrases=changes for the second-half but their substitutions 
n:nsubj:v<-lack->v:dobj:n	yx	X=attack	Y=penetration	phrases=attacks lacked penetration 
n:rcmod:v->engage->v:prep:IN->in->IN:pobj:n	yx	X=government	Y=state	phrases=government , which is engaged in a virtual state 
n:nn:n	yx	X=picture	Y=frame	phrases=picture frames 
n:appos:n	yx	X=meter	Y=foot	phrases=meters -LRB- 26,000 feet 
n:appos:n	yx	X=meter	Y=foot	phrases=meters -LRB- 10,000 feet 
n:prep:IN->like->IN:pobj:n->office->n:nn:n	yx	X=business	Y=post	phrases=businesses like the Dutch post 
n:prep:IN->like->IN:pobj:n	yx	X=business	Y=office	phrases=businesses like the Dutch post office 
n:dobj:v<-take->v:prep:IN->from->IN:pobj:n	yx	X=business	Y=Office	phrases=business from the British Post Office 
n:nn:n	yx	X=delivery	Y=service	phrases=delivery services 
n:appos:n->Union->n:nn:n	yx	X=party	Y=Social	phrases=party , the Christian Social 
n:prep:IN->of->IN:pobj:n	yx	X=care	Y=service	phrases=care of ground services 
n:dobj:v<-guarantee<-v:partmod:DT<-another->DT:appos:n	yx	X=right	Y=privilege	phrases=right to vote , a privilege 
n:prep:IN->of->IN:pobj:n	yx	X=government	Y=state	phrases=government of this island state 
n:prep:IN->in->IN:pobj:n	yx	X=activity	Y=market	phrases=activities in the promising markets 
n:nsubj:JJ<-amiable->JJ:prep:IN->for->IN:pobj:n	yx	X=people	Y=generation	phrases=peoples remain amiable for generations 
n:conj:n	yx	X=commitment	Y=investment	phrases=commitments to invest and not yet actual investments 
n:nsubj:v<-deal->v:prep:IN->with->IN:pobj:n	yx	X=company	Y=number	phrases=company to deal with a number 
n:appos:n->Youssef->n:nn:n	yx	X=chief	Y=General	phrases=chief , General 
n:nsubj:v<-enjoy->v:dobj:n->condition->n:nn:n	yx	X=people	Y=living	phrases=people to enjoy better living 
n:pobj:IN<-over<-IN:prep:v<-grow->v:tmod:n	yx	X=period	Y=year	phrases=period last year 
n:pobj:IN<-over<-IN:prep:v<-grow->v:tmod:n	yx	X=period	Y=year	phrases=period last year 
n:poss:n<-sector->n:nn:n	yx	X=country	Y=power	phrases=country 's cash-strapped power 
n:rcmod:v->lose->v:conj:v->urge->v:dobj:n	yx	X=family	Y=people	phrases=families who lost members on both sides and would urge people 
n:pobj:IN<-over<-IN:prep:v<-grow->v:tmod:n	yx	X=period	Y=year	phrases=period last year 
n:pobj:IN<-over<-IN:prep:v<-grow->v:tmod:n	yx	X=period	Y=year	phrases=period last year 
n:appos:n	yx	X=newspaper	Y=daily	phrases=newspaper , a Johannesburg financial daily 
n:nn:n<-squadron->n:nn:n	yx	X=field	Y=engineering	phrases=field engineering 
n:nsubj:n<-number->n:dobj:n	yx	X=force	Y=troops	phrases=force could number up to 300 troops 
n:nn:n	yx	X=news	Y=report	phrases=News reports 
n:prep:IN->of->IN:pobj:n	yx	X=plan	Y=project	phrases=plans of Hong Kong 's multi-billion dollar new airport project 
n:nsubj:v<-prompt->v:dobj:n	yx	X=response	Y=return	phrases=response to the proposals prompted Christopher 's return 
n:nsubj:v<-drop->v:advcl:v->fall->v:nsubj:n	yx	X=production	Y=output	phrases=production at blast furnaces dropped 4.6 percent from a year earlier to 5.444 million tonnes while electric arc output 
n:conj:n	yx	X=food	Y=drink	phrases=food and drinks 
n:pobj:IN<-in<-IN:prep:v<-have->v:nsubj:n	yx	X=feeling	Y=pang	phrases=feeling the pangs 
n:appos:n	yx	X=region	Y=country	phrases=region , the country 
n:prep:IN->of->IN:pobj:n	yx	X=consumption	Y=drink	phrases=consumption of alcoholic drinks 
n:nn:n	yx	X=assistant	Y=secretary	phrases=assistant secretary 
n:infmod:v->assuage->v:dobj:n->rule->n:nn:n	yx	X=hand	Y=right	phrases=hand in public to assuage the right 
n:dobj:v<-modify->v:prep:IN->on->IN:pobj:n	yx	X=agreement	Y=sale	phrases=agreement on the sale 
n:nn:n	yx	X=news	Y=report	phrases=news reports 
n:rcmod:n	yx	X=term	Y=sentence	phrases=terms , which are far harsher sentences 
n:dobj:v<-serve->v:conj:v->commute->v:dobj:n	yx	X=term	Y=sentence	phrases=terms or commuted death sentences 
n:conj:n	yx	X=rod	Y=baton	phrases=rods , batons 
n:conj:n->shower->n:rcmod:v->have->v:nsubj:n	yx	X=prisoner	Y=detainee	phrases=prisoners , closure of punishment cells , repainting , provisions of new towels and bedsheets that the prisoners had to pay for and then were not allowed to use , and the first hot showers that detainees 
n:prep:IN->of->IN:pobj:n	yx	X=period	Y=year	phrases=period of last year 
n:dobj:v<-use<-v:csubj:n	yx	X=support	Y=step	phrases=support is a big step 
n:conj:n<-fruit->n:conj:n	yx	X=flower	Y=orchid	phrases=flowers , vines and orchids 
n:dobj:v<-adjust->v:advmod:RB->earlier->RB:npadvmod:n	yx	X=time	Y=hour	phrases=times one hour 
n:nsubj:v<-have->v:partmod:n	yx	X=accord	Y=consensus	phrases=accord had no legal standing , being merely a political consensus 
n:prep:IN->out->IN:pcomp:IN->of->IN:pobj:n	yx	X=people	Y=population	phrases=people out of a population 
n:nn:n	yx	X=family	Y=name	phrases=family name 
n:nsubj:v<-have->v:partmod:n	yx	X=accord	Y=consensus	phrases=accord had no legal standing , being merely a political consensus 
n:prep:IN->in->IN:pobj:n	yx	X=field	Y=province	phrases=fields in the eastern province 
n:infmod:v->create->v:dobj:n	yx	X=effort	Y=trouble	phrases=efforts not to create even more trouble 
n:nsubj:v<-make<-v:ccomp:v<-say->v:nsubj:n	yx	X=thing	Y=source	phrases=thing in Zhang 's life is making films , so he does not want a big fight with the government , '' one source 
n:rcmod:v->be->v:xcomp:v->administer->v:dobj:n	yx	X=part	Y=zone	phrases=part in the Palestinian Authority which is to administer the autonomous zones 
n:prep:IN->of->IN:pobj:n	yx	X=period	Y=year	phrases=period of last year 
n:prep:IN->from->IN:pobj:n	yx	X=action	Y=conflict	phrases=action from the conflict 
n:nsubj:v<-claim->v:conj:v->admit->v:nsubj:n	yx	X=official	Y=officer	phrases=officials in the capital claimed the army had retaken Treng more than two weeks ago , but officers 
n:nsubj:v<-rise->v:prep:IN->from->IN:pobj:n	yx	X=amount	Y=figure	phrases=amount of new orders , on an unconsolidated basis , had risen by 12 percent from the figure 
n:prep:IN->of->IN:pobj:n	yx	X=payment	Y=bonus	phrases=payment of bonuses 
n:prep:IN->in->IN:pobj:n	yx	X=reduction	Y=relief	phrases=reduction in mortgage tax relief 
n:nsubj:v<-retreat->v:advcl:v->try->v:nsubj:n	yx	X=force	Y=troops	phrases=forces were retreating from positions in Abyan in face of a southern advance as troops 
n:nsubj:CD<-1700->CD:abbrev:n	yx	X=time	Y=GMT	phrases=time for take-off is 1700 '' -LRB- 15H00 GMT 
n:dobj:v<-use<-v:csubj:n	yx	X=support	Y=step	phrases=support is a big step 
n:nn:n	yx	X=news	Y=report	phrases=News reports 
n:prep:IN->of->IN:pobj:n	yx	X=payment	Y=bonus	phrases=payment of bonuses 
n:prep:IN->in->IN:pobj:n	yx	X=reduction	Y=relief	phrases=reduction in mortgage tax relief 
n:nn:n<-Brown->n:nn:n	yx	X=chief	Y=executive	phrases=chief executive 
n:conj:n<-trade->n:conj:n	yx	X=worker	Y=employee	phrases=workers as well as transport employees 
n:dobj:v<-open->v:prep:IN->on->IN:pobj:n	yx	X=bidding	Y=contract	phrases=bidding on reconstruction contracts 
n:nsubj:v<-form->v:dobj:n	yx	X=force	Y=contingent	phrases=forces form the largest contingent 
n:nn:n<-Yussef->n:nn:n	yx	X=chief	Y=General	phrases=chief General 
n:nn:n<-firm->n:conj:n->affiliate->n:nn:n	yx	X=security	Y=insurance	phrases=securities firms and insurance 
n:dobj:v<-merit<-v:advcl:v<-give->v:dobj:n	yx	X=attention	Y=treatment	phrases=attention , Moscow could not be given special treatment 
n:prep:IN->of->IN:pobj:n	yx	X=range	Y=spectrum	phrases=range of the socio-economic spectrum 
n:partmod:v->count->v:prep:IN->after->IN:pobj:n	yx	X=vote	Y=election	phrases=vote counting after Tuesday 's election 
n:prep:IN->for->IN:pobj:n	yx	X=return	Y=payment	phrases=return for payment 
n:nsubj:v<-gain->v:dobj:n	yx	X=side	Y=hand	phrases=side was gaining the upper hand 
n:dobj:v<-attend->v:advcl:v->attend->v:dobj:n	yx	X=meeting	Y=conference	phrases=meeting of the Non-Aligned Movement for the first time when new Foreign Minister Alfred Nzo attends a ministerial conference 
n:nsubj:JJ<-due->JJ:xcomp:v->prepare->v:dobj:n	yx	X=meeting	Y=summit	phrases=meeting is due to prepare the 30th OAU summit 
n:prep:IN->of->IN:pobj:n	yx	X=meeting	Y=Council	phrases=meeting of the Commonwealth Games Council 
n:conj:n->bombed->n:prep:IN->from->IN:pobj:n	yx	X=part	Y=basis	phrases=part in Wednesday 's raid and eight bombed the camp , 110 kilometres -LRB- 70 miles -RRB- from the border and 500 kilometers -LRB- 310 miles -RRB- from airforce bases 
n:pobj:IN<-of<-IN:prep:n<-rate->n:rcmod:n	yx	X=mark	Y=point	phrases=marks which was the point 
n:nsubj:v<-present->v:dobj:n	yx	X=group	Y=series	phrases=group would present next week a series 
n:prep:IN->of->IN:pobj:n	yx	X=part	Y=element	phrases=parts of those elements 
n:nn:n<-ally<-n:nsubj:n	yx	X=coalition	Y=Alliance	phrases=coalition allies of his Forza Italia party are the neo-fascist National Alliance 
n:nn:n<-ally<-n:nsubj:n	yx	X=coalition	Y=Alliance	phrases=coalition allies of his Forza Italia party are the neo-fascist National Alliance 
n:prep:IN->of->IN:pobj:n	yx	X=heart	Y=midfield	phrases=heart of the Milan midfield 
n:prep:IN->at->IN:pobj:n	yx	X=spot	Y=end	phrases=spot at the end 
n:nn:n<-coach->n:conj:n->referee->n:nn:n	yx	X=football	Y=rugby	phrases=football coach and rugby 
n:prep:IN->under->IN:pobj:n	yx	X=force	Y=command	phrases=force under UN command 
n:dobj:v<-withdraw->v:prep:IN->from->IN:pobj:n	yx	X=money	Y=fund	phrases=money from the fund 
n:appos:n<-GKN<-n:nsubj:v<-employ->v:dobj:n	yx	X=group	Y=people	phrases=group of international companies , employs 35,000 people 
n:nn:n<-ally<-n:nsubj:n	yx	X=coalition	Y=Alliance	phrases=coalition allies of his Forza Italia party are the neo-fascist National Alliance 
n:partmod:v->know->v:prep:IN->as->IN:pobj:n	yx	X=coalition	Y=Alliance	phrases=coalition , known as the Freedom Alliance 
n:ccomp:v->have->v:dobj:n	yx	X=belief	Y=effect	phrases=belief that a hike in short-term interest rates would have a negative effect 
n:dobj:v<-withdraw->v:prep:IN->from->IN:pobj:n	yx	X=money	Y=fund	phrases=money from the interior fund 
n:rcmod:v->be->v:prep:IN->in->IN:pobj:n	yx	X=government	Y=state	phrases=government , which is in a virtual state 
n:infmod:v->link->v:dobj:n	yx	X=attempt	Y=offer	phrases=attempts to link an offer 
n:dobj:v<-withdraw->v:prep:IN->from->IN:pobj:n	yx	X=money	Y=fund	phrases=money from the interior fund 
n:appos:n->figure->n:conj:n	yx	X=fact	Y=record	phrases=Facts , figures and records 
n:nn:n<-Sheridan->n:nn:n	yx	X=chief	Y=executive	phrases=chief executive 
n:dobj:v<-negotiate->v:prep:IN->in->IN:pobj:n	yx	X=time	Y=future	phrases=time in the future 
n:pobj:IN<-of<-IN:prep:n<-type->n:rcmod:n	yx	X=person	Y=friend	phrases=person that would be anybody 's friend 
n:dobj:v<-withdraw->v:prep:IN->from->IN:pobj:n	yx	X=money	Y=fund	phrases=money from the interior fund 
n:nsubj:v<-prove->v:dobj:n	yx	X=fact	Y=point	phrases=fact that there is n't a single absentee for the tournament among the top 150 players in the world proves the point 
n:nsubj:v<-prove->v:dobj:n	yx	X=fact	Y=point	phrases=fact that there is n't a single absentee for the tournament among the top 150 players in the world proves the point 
n:partmod:v->count->v:prep:IN->after->IN:pobj:n	yx	X=vote	Y=election	phrases=vote counting after Tuesday 's election 
n:conj:n	yx	X=danger	Y=risk	phrases=danger and unspoken risk 
n:dobj:v<-step<-v:ccomp:v<-quote->v:dobj:n	yx	X=work	Y=ministry	phrases=work and strengthening supervision of fisheries near the disputed Spratly islands in the South China Sea , the China Daily Thursday quoted the agriculture ministry 
n:pobj:IN<-over<-IN:prep:n<-slide->n:dep:n	yx	X=period	Y=year	phrases=period last year 
n:prep:IN->of->IN:pobj:n	yx	X=unit	Y=company	phrases=unit of another US company 
n:prep:IN->of->IN:pobj:n->rain->n:conj:n	yx	X=period	Y=drought	phrases=periods of heavy rain and drought 
n:conj:n	yx	X=status	Y=preservation	phrases=status and preservation 
n:conj:n	yx	X=condition	Y=demand	phrases=conditions and slowing demand 
n:nn:n	yx	X=commodity	Y=product	phrases=commodities and other products 
n:dobj:n->producer->n:poss:n	yx	X=group	Y=world	phrases=groups the world 
n:nsubj:n	yx	X=road	Y=highway	phrases=road will be the first major east - west highway 
n:prep:IN->in->IN:pobj:n->Zhejiang->n:conj:n	yx	X=area	Y=province	phrases=areas in China 's Zhejiang and Fujian provinces 
n:prep:IN->out->IN:pcomp:IN->of->IN:pobj:n	yx	X=people	Y=population	phrases=people out of a 4.5 million population 
n:dobj:v<-publish->v:conj:v->deride->v:dobj:n	yx	X=plan	Y=scheme	phrases=plan to end poverty and food problems plaguing 80 million rural Chinese by the year 2000 , but western experts derided the scheme 
n:nsubj:n	yx	X=number	Y=minority	phrases=number of extremely poor Chinese are minorities 
n:dobj:v<-negotiate->v:prep:IN->in->IN:pobj:n	yx	X=time	Y=future	phrases=time in the future 
n:prep:IN->of->IN:pobj:n	yx	X=hour	Y=morning	phrases=hours of the morning 
n:ccomp:v->be->v:xcomp:v->oversee->v:dobj:n	yx	X=suggestion	Y=approach	phrases=suggestion he was to oversee a new authoritarian approach 
n:partmod:v->surround->v:dobj:n	yx	X=territory	Y=enclave	phrases=territory surrounding the enclave 
n:conj:n->member->n:prep:IN->of->IN:pobj:n	yx	X=force	Y=guard	phrases=forces and members of the national guard 
n:nsubj:v<-forge->v:conj:v->develop->v:dobj:n	yx	X=business	Y=venture	phrases=businesses , particularly small and medium enterprises , can forge closer ties and develop business ventures 
n:nn:n	yx	X=business	Y=venture	phrases=business ventures 
n:prep:IN->of->IN:pobj:n	yx	X=number	Y=minority	phrases=numbers of ethnic minorities 
n:nsubj:v<-build->v:prep:IN->on->IN:pobj:n	yx	X=increase	Y=surge	phrases=increase in consumer confidence builds on the strong surge 
n:nsubj:v<-rise->v:advcl:v->rise->v:nsubj:n	yx	X=earnings	Y=dividend	phrases=Earnings per share rose to 28.5 pence from 19.8 the previous year , while the dividend 
n:conj:n->member->n:nn:n	yx	X=force	Y=guard	phrases=forces and national guard 
n:appos:n	yx	X=company	Y=Ltd.	phrases=company , BHP Co. . Ltd. 
n:nsubj:n	yx	X=division	Y=element	phrases=division was a key element 
n:prep:IN->for->IN:pobj:n	yx	X=channel	Y=contact	phrases=channels for contact 
n:prep:IN->of->IN:pobj:n	yx	X=center	Y=capital	phrases=center of the capital 
n:conj:n	yx	X=force	Y=troops	phrases=forces of Rabbani and the combined troops 
n:poss:n	yx	X=force	Y=contingent	phrases=force 's Nordic contingents 
n:pobj:IN<-in<-IN:prep:v<-set->v:tmod:n	yx	X=day	Y=tomorrow	phrases=days `` if possible tomorrow 
n:prep:IN->in->IN:pobj:n	yx	X=people	Y=nation	phrases=people in the impoverished southern African nation 
n:prep:IN->of->IN:pobj:n	yx	X=meeting	Y=council	phrases=meeting of the bank 's monetary policy council 
n:nsubj:v<-catch<-v:advcl:v<-race->v:nsubj:n	yx	X=ship	Y=warship	phrases=ship caught fire , two American warships 
n:dobj:v<-negotiate->v:prep:IN->in->IN:pobj:n	yx	X=time	Y=future	phrases=time in the future 
n:nn:n	yx	X=stadium	Y=park	phrases=stadium car park 
n:nn:n<-assembly<-n:nsubj:v<-include->v:dobj:n	yx	X=constituent	Y=member	phrases=constituent assembly includes opposition members 
n:dep:n->sprain->n:conj:n	yx	X=injury	Y=strain	phrases=injuries : sprains , strains 
n:conj:n->condition->n:prep:IN->of->IN:pobj:n	yx	X=experience	Y=life	phrases=experience and poor conditions of their army life 
n:dobj:v<-strengthen->v:prep:IN->on->IN:pobj:n	yx	X=position	Y=front	phrases=positions on both the eastern and western fronts 
n:prep:IN->of->IN:pobj:n	yx	X=control	Y=base	phrases=control of the key air base 
n:conj:n	yx	X=official	Y=diplomat	phrases=officials in Algiers nor diplomats 
n:prep:IN->of->IN:pobj:n	yx	X=group	Y=people	phrases=group of 138 Chinese people 
n:appos:n	yx	X=metre	Y=foot	phrases=metres -LRB- 22 feet 
n:dep:v<-play->v:prep:IN->on->IN:pobj:n	yx	X=message	Y=theme	phrases=message of the Conservatives -- Blair has played heavily on the law and order theme 
n:prep:IN->of->IN:pobj:n	yx	X=termination	Y=deal	phrases=termination of its deal 
n:conj:n	yx	X=uprising	Y=intifada	phrases=uprising or intifada 
n:pobj:IN<-in->IN:conj:IN->for->IN:pobj:n	yx	X=case	Y=time	phrases=cases and for a limited time 
n:conj:n	yx	X=crime	Y=fraud	phrases=crimes , fraud 
n:prep:IN->of->IN:pobj:n->Babangida->n:nn:n	yx	X=head	Y=General	phrases=head of state General 
n:infmod:v->mark->v:dobj:n	yx	X=day	Y=anniversary	phrases=days of protest ceremonies as from June 12 to mark the first anniversary 
n:nn:n<-Zamir->n:nn:n	yx	X=chief	Y=General	phrases=chief General 
n:dobj:v<-strengthen->v:prep:IN->on->IN:pobj:n	yx	X=position	Y=front	phrases=positions on both the eastern and western fronts 
n:nsubjpass:v<-take->v:advcl:v->be->v:nsubj:n	yx	X=measure	Y=proof	phrases=measures would be taken against those responsible when there was proof 
n:nn:n	yx	X=production	Y=capacity	phrases=production capacity 
n:dep:n	yx	X=period	Y=year	phrases=period last year 
n:dep:n	yx	X=period	Y=year	phrases=period last year 
n:nn:n<-government->n:prep:IN->with->IN:pobj:n	yx	X=coalition	Y=Alliance	phrases=coalition government with Chakufwa Chihana 's Alliance 
n:nn:n<-rally->n:infmod:v->mark->v:dobj:n	yx	X=day	Y=anniversary	phrases=day rally to mark the 49th anniversary 
n:ccomp:v->be->v:prep:IN->for->IN:pobj:n	yx	X=fact	Y=score	phrases=fact that many nuclear facilities of Japan have been in operation for scores 
n:nsubj:v<-say->v:ccomp:v->indicate->v:nsubj:n	yx	X=statement	Y=case	phrases=statement said : `` The case 
n:dobj:v<-negotiate->v:prep:IN->in->IN:pobj:n	yx	X=time	Y=future	phrases=time in the future 
n:nsubj:v<-die->v:prep:IN->of->IN:pobj:n	zz	X=man	Y=asphyxiation	phrases=man trying to light a cigarette on a stove-top burner died of asphyxiation 
n:nsubj:v<-die<-v:ccomp:v<-say->v:nsubj:n	zz	X=man	Y=police	phrases=man trying to light a cigarette on a stove-top burner died of asphyxiation when he slipped and was knocked unconscious , police 
n:nsubj:v<-die<-v:ccomp:v<-say->v:tmod:n	zz	X=man	Y=Thursday	phrases=man trying to light a cigarette on a stove-top burner died of asphyxiation when he slipped and was knocked unconscious , police said Thursday 
n:dobj:v<-blame->v:prep:IN->for->IN:pobj:n	yx	X=failure	Y=loss	phrases=failure of big-budget movies at the box office for its overall operating loss 
n:conj:n	yx	X=van	Y=wagon	phrases=van and Familia wagon 
n:conj:n	yx	X=status	Y=preservation	phrases=status and preservation 
n:conj:n	yx	X=official	Y=diplomat	phrases=officials in Algiers nor diplomats 
n:nn:n	yx	X=work	Y=project	phrases=works projects 
n:nn:n<-government->n:prep:IN->with->IN:pobj:n	yx	X=coalition	Y=Alliance	phrases=coalition government with Chakufwa Chihana 's Alliance 
n:prep:IN->of->IN:pcomp:v->pose->v:dobj:n	yx	X=question	Y=problem	phrases=question of whether such a contribution posed a constitutional problem 
n:prep:IN->between->IN:pobj:n->Ukraine->n:conj:n	yx	X=relation	Y=part	phrases=relations between Ukraine and its integral part 
n:conj:n	yx	X=official	Y=diplomat	phrases=officials in Algiers nor diplomats 
n:prep:IN->beyond->IN:pobj:n	yx	X=relationship	Y=Partnership	phrases=relationship beyond the Partnership 
n:conj:n	yx	X=power	Y=influence	phrases=power and influence 
n:conj:n	yx	X=official	Y=diplomat	phrases=officials and diplomats 
n:nn:n<-Yussef->n:nn:n	yx	X=chief	Y=General	phrases=chief General 
n:poss:n	yx	X=force	Y=contingent	phrases=force 's Nordic contingents 
n:nn:n	yx	X=news	Y=report	phrases=news report 
n:nn:n<-Jianmin->n:nn:n	yx	X=Chinese	Y=Wu	phrases=Chinese Foreign Ministry spokesman Wu 
n:nsubj:v<-account->v:prep:IN->for->IN:pobj:n	yx	X=construction	Y=balance	phrases=construction , transport , telecommunications and hotels account for the balance 
n:dobj:v<-strengthen->v:prep:IN->on->IN:pobj:n	yx	X=position	Y=front	phrases=positions on both the eastern and western fronts 
n:rcmod:n->point->n:prep:IN->of->IN:pobj:n	yx	X=battle	Y=war	phrases=battle which has become the focal point of the war 
n:infmod:v->create->v:dobj:n	yx	X=information	Y=condition	phrases=information to create conditions 
n:pobj:IN<-for<-IN:prep:v<-record->v:tmod:n	yx	X=period	Y=year	phrases=period last year 
n:appos:n	yx	X=metre	Y=foot	phrases=metres -LRB- 13 and a half feet 
n:nn:n<-company->n:rcmod:v->represent->v:dobj:n	yx	X=production	Y=film	phrases=production company which is representing the film 
n:appos:n	yx	X=organization	Y=Company	phrases=organization , the Walt Disney Company 
n:prep:IN->of->IN:pobj:n	yx	X=outbreak	Y=epidemic	phrases=outbreak of epidemics 
n:nn:n	yx	X=Moslem	Y=shiite	phrases=Moslem Shiites 
n:appos:n	yx	X=organization	Y=Company	phrases=organization , the Walt Disney Company 
n:prep:IN->of->IN:pobj:n	yx	X=period	Y=year	phrases=period of the previous fiscal year 
n:prep:IN->in->IN:pobj:n	yx	X=part	Y=world	phrases=part of the most beautiful business in the world 
n:prep:v->include->v:pobj:n	yx	X=specialist	Y=cardiologist	phrases=specialists , including a cardiologist 
n:nsubj:v<-include->v:dobj:n	yx	X=amount	Y=loss	phrases=amount demanded includes loss 
n:nsubj:v<-include->v:dobj:n->loss->n:conj:n	yx	X=amount	Y=loss	phrases=amount demanded includes loss of prize money and loss 
n:prep:IN->with->IN:pobj:n	yx	X=line	Y=policy	phrases=line with a policy 
n:rcmod:v->contain->v:dobj:n	yx	X=store	Y=booth	phrases=store , which contained a currency exchange booth 
n:dobj:v<-beat->v:conj:JJ->lazy->JJ:npadvmod:n	yx	X=time	Y=bit	phrases=times and maybe he was a little bit 
n:prep:IN->between->IN:pobj:n->Ukraine->n:conj:n	yx	X=relation	Y=part	phrases=relations between Ukraine and its integral part 
n:dep:n	yx	X=war	Y=jihad	phrases=war -- or jihad 
n:nsubj:v<-assist->v:advcl:v->provide->v:dobj:n	yx	X=response	Y=answer	phrases=response from the British government can only assist in the development of such a peace process if it provides direct , unambiguous and comprehensive answers 
n:nsubj:v<-be->v:prep:IN->in->IN:pobj:n	yx	X=request	Y=order	phrases=request was in order 
n:rcmod:v->take->v:dobj:n->Cup->n:nn:n	yx	X=man	Y=World	phrases=man who took the last World 
n:nsubj:v<-seem->v:prep:IN->with->IN:pobj:n	yx	X=team	Y=defense	phrases=team seems to be Goycochea in goal , with a defense 
n:conj:n	yx	X=structure	Y=organization	phrases=structure and organization 
n:nn:n<-Stoichkov<-n:nsubj:n	yx	X=dream	Y=nightmare	phrases=dream striker Hristo Stoichkov is a defender 's nightmare 
n:rcmod:v->set->v:prep:IN->as->IN:pobj:n	yx	X=place	Y=target	phrases=place that Penev has set as their target 
n:dobj:v<-hold->v:tmod:n	yx	X=hour	Y=morning	phrases=hours of talks Thursday morning 
n:prep:IN->in->IN:pobj:n	yx	X=match	Y=final	phrases=match in the 1990 finals 
n:prep:IN->of->IN:pobj:n	yx	X=part	Y=side	phrases=part of a much more skilful side 
n:prep:IN->in->IN:pobj:n	yx	X=vote	Y=election	phrases=vote in Monday 's election 
n:nsubj:v<-face->v:prep:IN->during->IN:pobj:n	yx	X=effort	Y=trial	phrases=effort faces elimination from the Indianapolis 500 this weekend during the final time trials 
n:partmod:v->learn->v:xcomp:v->make->v:dobj:n	yx	X=people	Y=living	phrases=people learning to make a living 
n:rcmod:v->contain->v:dobj:n	yx	X=film	Y=sequence	phrases=film , which contains one dream sequence 
n:conj:n	yx	X=group	Y=association	phrases=groups and associations 
n:dep:n	yx	X=document	Y=letter	phrases=document `` a 20-page love letter 
n:dobj:v<-strengthen->v:prep:IN->on->IN:pobj:n	yx	X=position	Y=front	phrases=positions on both the eastern and western fronts 
n:prep:IN->of->IN:pobj:n	yx	X=force	Y=law	phrases=force of the law 
n:nsubj:v<-work->v:prep:IN->as->IN:pobj:n	yx	X=woman	Y=prostitute	phrases=women work as prostitutes 
n:nsubj:v<-divorce->v:conj:v->remarry->v:nsubj:n	yx	X=parent	Y=mother	phrases=parents divorced when she was 10 , but her mother 
n:conj:n	yx	X=structure	Y=organization	phrases=structure and organization 
n:prep:IN->with->IN:pobj:n	yx	X=nation	Y=power	phrases=nation with a calm power 
n:conj:n	yx	X=cost	Y=price	phrases=costs and grain prices 
n:nsubj:v<-grow->v:partmod:v->push->v:dobj:n	yx	X=product	Y=number	phrases=products in state enterprises grew a `` disastrous '' 13.3 percent in value compared with the same period last year , pushing an increasing number 
n:dobj:v<-raise->v:prep:v->follow->v:pobj:n	yx	X=production	Y=drilling	phrases=production by at least 71 percent at its offshore West Linapacan field in the Philippines following successful sidetrack drilling 
n:dobj:v<-suggest->v:prep:IN->before->IN:pobj:n	yx	X=meeting	Y=visit	phrases=meeting in Moscow a day before South Korean President Kim Young-Sam 's state visit 
n:prep:IN->of->IN:pobj:n	yx	X=building	Y=center	phrases=building of a South Korean trade center 
n:nn:n	yx	X=commodity	Y=export	phrases=commodity exports 
n:dep:n	yx	X=sector	Y=business	phrases=sectors , especially its tyre business 
n:conj:n->activity->n:nn:n	yx	X=clothing	Y=footwear	phrases=clothing and footwear 
n:conj:n	yx	X=clothing	Y=footwear	phrases=clothing and footwear 
n:prep:IN->with->IN:pobj:n	yx	X=nation	Y=power	phrases=nation with a calm power 
n:prep:IN->with->IN:pobj:n	yx	X=nation	Y=power	phrases=nation with a calm power 
n:ccomp:v<-say->v:nsubj:n	yx	X=woman	Y=wife	phrases=woman in her way , '' said Reagan 's wife 
